Date,ARM,NVDA,TSM
2024-02-01,70.5199966430664,63.01886749267578,112.57624816894531
2024-02-02,71.0,66.1514663696289,114.9193115234375
2024-02-05,73.2699966430664,69.32305908203125,117.93749237060547
2024-02-06,72.9800033569336,68.21420288085938,118.52326202392578
2024-02-07,77.01000213623047,70.08995056152344,124.08307647705078
2024-02-08,113.88999938964844,69.63201141357422,132.77027893066406
2024-02-09,115.20999908447266,72.12368774414062,132.1547393798828
2024-02-12,148.97000122070312,72.23867797851562,129.5237579345703
2024-02-13,119.9800033569336,72.11869812011719,126.63463592529297
2024-02-14,126.4000015258789,73.89046478271484,128.34228515625
2024-02-15,133.67999267578125,72.64862060546875,128.10400390625
2024-02-16,128.33999633789062,72.60363006591797,125.78079986572266
2024-02-20,121.7699966430664,69.44303894042969,124.4305648803711
2024-02-21,123.38999938964844,67.46329498291016,124.44048309326172
2024-02-22,128.52999877929688,78.52787017822266,128.1437225341797
2024-02-23,133.33999633789062,78.80683135986328,128.6004180908203
2024-02-26,146.1999969482422,79.08180236816406,129.70245361328125
2024-02-27,137.9499969482422,78.69084167480469,127.66716766357422
2024-02-28,133.86000061035156,77.6529769897461,126.46585083007812
2024-02-29,141.0399932861328,79.10179138183594,127.74658203125
2024-03-01,141.6199951171875,82.26837921142578,132.93905639648438
2024-03-04,138.00999450683594,85.22599792480469,137.2677764892578
2024-03-05,134.07000732421875,85.95693969726562,134.0013885498047
2024-03-06,136.99000549316406,88.69271087646484,140.55401611328125
2024-03-07,140.85000610351562,92.66138458251953,148.12925720214844
2024-03-08,131.47999572753906,87.52081298828125,145.31956481933594
2024-03-11,126.73999786376953,85.76696014404297,138.02232360839844
2024-03-12,129.5,91.90544891357422,143.3636932373047
2024-03-13,131.27000427246094,90.88053894042969,141.1199188232422
2024-03-14,130.9600067138672,87.93677520751953,138.6179962158203
2024-03-15,126.97000122070312,87.82978057861328,135.9969482421875
2024-03-18,129.75,88.44773864746094,136.2102813720703
2024-03-19,124.58999633789062,89.39066314697266,134.4458465576172
2024-03-20,131.3300018310547,90.36457824707031,136.3199462890625
2024-03-21,133.60000610351562,91.427490234375,139.01144409179688
2024-03-22,134.14999389648438,94.28125762939453,140.09800720214844
2024-03-25,138.30999755859375,94.99419403076172,139.7889862060547
2024-03-26,127.95999908447266,92.55339813232422,138.4033660888672
2024-03-27,125.62000274658203,90.24258422851562,136.2601318359375
2024-03-28,124.98999786376953,90.34857940673828,135.6221466064453
2024-04-01,126.91000366210938,90.35557556152344,141.0450439453125
2024-04-02,124.27999877929688,89.44465637207031,139.77902221679688
2024-04-03,125.30999755859375,88.9566879272461,141.55343627929688
2024-04-04,122.01000213623047,85.89794158935547,139.22079467773438
2024-04-05,124.81999969482422,88.00077819824219,140.91543579101562
2024-04-08,129.25,87.12584686279297,142.3409423828125
2024-04-09,126.80999755859375,85.34698486328125,144.94273376464844
2024-04-10,125.18000030517578,87.03185272216797,145.76016235351562
2024-04-11,131.1300048828125,90.60855102539062,146.73707580566406
2024-04-12,126.33000183105469,88.17875671386719,142.07179260253906
2024-04-15,122.31999969482422,85.99393463134766,139.69927978515625
2024-04-16,122.22000122070312,87.40782165527344,139.3603515625
2024-04-17,107.55999755859375,84.0280990600586,138.5927734375
2024-04-18,104.91999816894531,84.6640396118164,131.85403442382812
2024-04-19,87.19000244140625,76.19374084472656,127.29840087890625
2024-04-22,93.11000061035156,79.51146697998047,129.34194946289062
2024-04-23,96.04000091552734,82.41622924804688,133.0103759765625
2024-04-24,99.87999725341797,79.67045593261719,132.5518341064453
2024-04-25,97.93000030517578,82.62521362304688,136.15048217773438
2024-04-26,101.94999694824219,87.72779083251953,137.8650665283203
2024-04-29,103.23999786376953,87.74979400634766,138.06443786621094
2024-04-30,101.20999908447266,86.39490509033203,136.9080810546875
2024-05-01,95.29000091552734,83.0341796875,134.51564025878906
2024-05-02,98.0,85.80995178222656,135.80157470703125
2024-05-03,101.69999694824219,88.78170776367188,141.11480712890625
2024-05-06,106.9800033569336,92.13243103027344,142.38082885742188
2024-05-07,107.80000305175781,90.54656219482422,140.66622924804688
2024-05-08,106.06999969482422,90.40457916259766,143.14840698242188
2024-05-09,103.58999633789062,88.73971557617188,142.3409423828125
2024-05-10,108.83999633789062,89.87061309814453,148.79058837890625
2024-05-13,117.2300033569336,90.3915786743164,145.94956970214844
2024-05-14,116.6500015258789,91.34849548339844,151.47213745117188
2024-05-15,113.66999816894531,94.62222290039062,155.09072875976562
2024-05-16,114.2699966430664,94.35124969482422,151.75125122070312
2024-05-17,110.3499984741211,92.47139739990234,151.20298767089844
2024-05-20,110.45999908447266,94.772216796875,153.06710815429688
2024-05-21,114.7699966430664,95.37816619873047,153.1867218017578
2024-05-22,112.43000030517578,94.94219970703125,155.65892028808594
2024-05-23,112.52999877929688,103.79048156738281,156.59597778320312
2024-05-24,114.63999938964844,106.46025848388672,159.496826171875
2024-05-28,124.94000244140625,113.89164733886719,158.90867614746094
2024-05-29,120.6500015258789,114.81556701660156,153.8546142578125
2024-05-30,120.7300033569336,110.49092102050781,152.47897338867188
2024-05-31,120.5199966430664,109.6240005493164,150.5649871826172
2024-06-03,127.12000274658203,114.99055480957031,154.46270751953125
2024-06-04,125.86000061035156,116.42742919921875,151.99050903320312
2024-06-05,136.6699981689453,122.42994689941406,162.4076385498047
2024-06-06,137.125,120.9880599975586,161.56031799316406
2024-06-07,136.57000732421875,120.8780746459961,163.87301635742188
2024-06-10,139.91000366210938,121.77999877929688,167.63116455078125
2024-06-11,143.9199981689453,120.91000366210938,165.18887329101562
2024-06-12,155.58999633789062,125.19999694824219,172.43600463867188
